alt,a1_url,a1_text,a2_url,a2_text,filepath,description,category,embedding,s3_image_url
Support V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/support-V2.png,Download (In the Box),,,./images/support-V2.png,"A drawing shows a man and a woman standing on top of a hand. They are pointing to themselves. The word ""support"" is written in bold letters above them. This image represents the concept of support.",symbols,"[ 0.01795563 -0.00843122 -0.04589189 ... -0.00436872 -0.00772175
 -0.02430816]",https://easyread-app.s3.amazonaws.com/images/support-V2_94e7e53e01e641aca32be87554d37b93.png
support V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/04/support-woman-1.png,Download (In the Box),,,./images/support-woman-1.png,"An illustration shows a cartoon woman standing in the palm of a hand, with the word 'support' written above her. The woman has brown hair, tan skin, and is wearing a teal shirt and yellow skirt. The hand holding her is also tan colored with a black outline. All of this is contained within a black border.",Symbol,"[ 0.01911045  0.00238877 -0.03503631 ... -0.02463644 -0.04116312
 -0.01701356]",https://easyread-app.s3.amazonaws.com/images/support-woman-1_c0862cbd20ce4886a0edef9e4ccd1091.png
Support with meals,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/support-with-meals.png,Download (In the Box),,,./images/support-with-meals.png,"A colorful cartoon image with a black border. The words 'support with meals' are written in large black text at the top. Below the text, there's a picture of a plate of food and a glass of water being held in a hand. The plate has a piece of salmon, potatoes, and broccoli on it. The glass of water is clear with a light blue tint. The hand holding the plate and glass is light brown with a thick black outline. The background is white.",Accessibility and Support,"[ 0.03356175 -0.00053131  0.00090968 ... -0.01306255 -0.02727933
 -0.01546802]",https://easyread-app.s3.amazonaws.com/images/support-with-meals_c1c539ccee0e4b0eab09e81d0c213faf.png
Support with orthotic,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/support-with-orthotic.png,Download (In the Box),,,./images/support-with-orthotic.png,"The image shows two people, a man and a woman, standing next to each other with a curved arrow pointing from the man to the woman and another arrow from the woman to the man. This suggests a cycle of support or interaction. Above them, the words ""support with orthotic"" are written in big, bold letters. To the right of the figures, there are two hands that look like they are holding a space to display items like: a pair of brown hiking boots, a brace for head or neck, and a bare leg with a green arrow pointing towards a shoe insert. These elements likely represent orthotics, devices designed to support or correct musculoskeletal issues.",Medical Illustration,"[ 0.05164897 -0.01493228 -0.05527285 ...  0.0002697  -0.00308444
 -0.03289303]",https://easyread-app.s3.amazonaws.com/images/support-with-orthotic_25c019e6084742bca93e2c681bb25db0.png
Support worker,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/support-worker.png,Download (In the Box),,,./images/support-worker.png,"The image represents a support worker. It shows a woman standing next to a key, a man sitting behind a desk, and an open hand underneath them. The words ""support worker"" are written in large bold black letters at the top of the image. The image is in a simple, cartoon-like style with bright colors.",Occupations,"[ 0.02854552 -0.00724217 -0.05031914 ...  0.00513027 -0.02162465
 -0.02686664]",https://easyread-app.s3.amazonaws.com/images/support-worker_b87644b389d844bdafdd23644f41b48e.png
support worker V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/04/support-worker-V2.png,Download (In the Box),,,./images/support-worker-V2.png,"Two cartoon support workers, a man and a woman, stand next to each other. Above them, the words ""support worker"" are written in large black text. The man has dark skin, short hair, a beard, and is wearing a blue shirt, black pants, and a brown belt. He is pointing to his staff ID badge. The woman has light skin, brown hair, and is wearing a light blue shirt and a dark blue skirt. She is also pointing to her staff ID badge.",Occupations,"[ 0.0347772  -0.00702775 -0.04165002 ...  0.0031521  -0.01645997
 -0.0257062 ]",https://easyread-app.s3.amazonaws.com/images/support-worker-V2_285b53280a2e4c129905ade477fb6872.png
Supported living,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/supported-living.png,Download (In the Box),,,./images/supported-living.png,"The image shows a cartoon of a person standing inside a house, which is surrounded by a green circle. Below the house and person is a cartoon hand. Above the house is the text 'supported living'. The image represents the concept of 'supported living', where people are helped to live independently.",Social Services,"[ 0.00368643  0.00166984 -0.02466664 ... -0.03530116 -0.03857111
 -0.02239762]",https://easyread-app.s3.amazonaws.com/images/supported-living_56de520a5a0048a19fbd33e9623883e5.png
Supported living V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/supported-living-V2.png,Download (In the Box),,,./images/supported-living-V2.png,"The image is a symbol for ""Supported Living"", it includes the text “supported living” in large black text at the top. Below the text is a circular image consisting of a green circle with a house inside. The house is brown with a brown chimney and contains two stick figure people. One figure is a man in a wheelchair wearing a green shirt. The second is a woman in a blue shirt and red skirt. Below the circle is a brown hand holding the symbol. The background is white and a black border surrounds the image.",Healthcare,"[ 0.00389688 -0.01188089 -0.02703051 ... -0.02097723 -0.03118885
 -0.03156184]",https://easyread-app.s3.amazonaws.com/images/supported-living-V2_14106b59b2be4951a86774d656830c05.png
Supported living (woman),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/supported-living-woman.png,Download (In the Box),,,./images/supported-living-woman.png,"The image shows a symbol for supported living. It has the words 'supported living' at the top. Below this, there's a drawing of a woman standing inside a simple house shape. The house is inside a green circle, and below the circle, there's a hand reaching up as if to support the house. The picture has a black border.",Healthcare & Social Services,"[ 0.00239312 -0.01391398 -0.02875083 ... -0.02530777 -0.0363321
 -0.03019498]",https://easyread-app.s3.amazonaws.com/images/supported-living-woman_bd73a8fdc82142b6af8b5fd4040a0dd7.png
supported work,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/04/supported-work.png,Download (In the Box),,,./images/supported-work.png,A picture about supported work. The picture shows a large hand holding a circle that contains different pictures of people working. The first picture shows a construction worker with a yellow hat. The second picture shows someone using tools. The third picture shows someone working at a desk. In the center of the circle is a woman in glasses pointing toward herself. The words “supported work” are on the top of the picture.,Symbols and Pictograms,"[ 0.03902058  0.0136843  -0.04582504 ... -0.0190687  -0.03654524
  0.00852097]",https://easyread-app.s3.amazonaws.com/images/supported-work_655c9cb3175f4380ac07953cca843c0b.png
supported work V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/04/supported-work-V2.png,Download (In the Box),,,./images/supported-work-V2.png,"The image, titled ""supported work V2"", depicts the concept of supported work using simple cartoon illustrations and text. The phrase 'supported work' is written in large, bold, black letters at the top of the image. Below, a large, thick, black oval encompasses four different images, suggesting a cycle or interconnectedness. These images represent different types of work or professions: a construction worker wearing a yellow hard hat and safety vest, a person using tools, a woman sitting at a desk with a computer and a phone, and a person pointing at themselves. Below the oval, an open hand with a light brown skin tone is depicted as if holding or supporting the images above. The overall impression is that different types of work are supported or connected in some way.",Employment and Support,"[ 0.02080106  0.00120991 -0.03451307 ... -0.0068823  -0.02599054
 -0.00091125]",https://easyread-app.s3.amazonaws.com/images/supported-work-V2_a71db324dfb44086afac7410a1a4d0d8.png
Surgeon,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/surgeon.png,Download (In the Box),,,./images/surgeon.png,"The image shows a cartoon illustration with a black frame. The word ""surgeon"" is written in large, bold black letters at the top. Below the word, there is a surgical light on a gray stand, positioned slightly to the left. Underneath the light, there are two cartoon surgeons. Both surgeons are wearing blue surgical scrubs, caps, masks, and white gloves. The surgeon on the left has tan skin and a red shirt underneath their scrubs. The surgeon on the right has fair skin. The background is white.",Medical,"[ 0.03050894 -0.00916795 -0.04632271 ... -0.01667393 -0.00416286
 -0.02291842]",https://easyread-app.s3.amazonaws.com/images/surgeon_0e655057edcf47439d48ac0413e6f147.png
Survey,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/survey.png,Download (In the Box),,,./images/survey.png,"A cartoon image titled 'Survey'. The image shows a piece of paper that represents a survey. On the paper are three rows, each with a picture and a 'yes' and 'no' option. The first row has a picture of a person standing. The 'yes' box is checked. The second row has a picture of people sitting around a table. The 'no' box is marked with an 'X'. The third row has a picture of a person with their finger to their lips, indicating silence. The 'yes' box is checked with a pen pointing at it.",Education,"[ 0.01752897 -0.01205026 -0.05063565 ... -0.03655008 -0.02341461
 -0.00827984]",https://easyread-app.s3.amazonaws.com/images/survey_0f73cd4ce09e4c189eabc7e9c42580cb.png
swab,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2020/04/swab.png,Download (In the Box),,,./images/swab.png,"The image shows a drawing of a swab and a test tube. Above them, the word ""swab"" is written in bold, black letters. The swab has a red cap and a long, gray stick with a white tip. The test tube is clear and filled with a light blue liquid. On the side of the test tube, there are lines and the word ""STERILE"" in blue. The background is white with a black border.",Medical,"[ 0.02144908 -0.00642147 -0.03393809 ... -0.02643784  0.02203226
 -0.01649115]",https://easyread-app.s3.amazonaws.com/images/swab_e5cb6dd7fc28429ea0f04ead5143a6f1.png
swab armpit,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2020/04/swab-armpit.png,Download (In the Box),,,./images/swab-armpit.png,"A cartoon image depicting a man swabbing his armpit. The man is drawn in a simplified style with brown skin, black hair, and purple shorts. His right arm is raised, and he's using a swab, indicated by a red and white stick with green arrows suggesting movement, to swab his left armpit. A test tube is drawn to the left of the man. Above the illustration, the words ""swab armpit"" are written in large, bold black letters. The image is contained within a black square outline on a white background.",Medical Illustration,"[ 0.00729812 -0.00582443 -0.03063787 ... -0.02056063 -0.00329812
 -0.00824417]",https://easyread-app.s3.amazonaws.com/images/swab-armpit_92dc749d09844fad9d5df18cea979a7f.png
swab groin,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/04/swab-groin.png,Download (In the Box),,,./images/swab-groin.png,"This image depicts a medical illustration demonstrating how to swab a male groin area. The upper part of the illustration shows the text ""swab groin"" in large, bold, black letters. Below, there's a drawing of a person's torso from the waist down, featuring dark hair in the pubic area. A white swab with a red handle is shown being used to collect a sample from the groin area. To the right, there's a test tube filled with a clear liquid, suggesting that the sample will be placed inside for testing. A dotted green arrow indicates the potential motion of swabbing or collecting the sample.",Medical Illustration,"[ 0.03381325 -0.01333921 -0.04342981 ... -0.02191129 -0.00741635
 -0.00601444]",https://easyread-app.s3.amazonaws.com/images/swab-groin_56c25eac3ca2499cb6a6251685471071.png
swab groin V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/04/swab-groin-V2.png,Download (In the Box),,,./images/swab-groin-V2.png,"A vector illustration depicts a groin swab procedure. A woman's lower torso, shaded in a light brown tone, forms the central focus. A small belly button is visible just above the pubic hair, which is illustrated with numerous curved black lines. The labia is visible and drawn in shades of pink. A cotton swab, white with a red and orange section at the end, extends towards the vulva with a broken, green, arrowed line, suggesting movement. Next to the woman's groin, there is a test tube that contains an amount of clear, light blue liquid. The text ""swab groin"" is written in big, black letters at the top of the illustration.",Medical Illustration,"[ 0.02368199 -0.01198359 -0.04376174 ... -0.02382395 -0.02030974
 -0.03046611]",https://easyread-app.s3.amazonaws.com/images/swab-groin-V2_8353abc5238a454386dcf2f15969ed7d.png
swab groin V3,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2020/04/swab-groin-V3.png,Download (In the Box),,,./images/swab-groin-V3.png,"This is a simplified image depicting how to swab the groin. A person is shown from the waist down, wearing orange shorts. A cotton swab is being used to take a sample from the groin area. A vial of liquid is present, presumably to store the swab after the sample is collected. Above the image, the words ""swab groin"" are written in bold, black letters.",Medical Instruction,"[ 0.03646059 -0.01724949 -0.04666143 ... -0.01316392 -0.02227546
 -0.01233186]",https://easyread-app.s3.amazonaws.com/images/swab-groin-V3_fd7cc26a41a94529805d36ff6f6e4637.png
swab mouth,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2020/04/swab-mouth.png,Download (In the Box),,,./images/swab-mouth.png,A cartoon drawing showing a person with brown hair and a blue shirt swabbing their mouth with a swab. A test tube is to the side of the person. The text above the person's head reads 'swab mouth'.,Medical,"[ 0.02497159  0.01067523 -0.03853696 ... -0.01896101 -0.02327633
 -0.00625319]",https://easyread-app.s3.amazonaws.com/images/swab-mouth_7fd7a372ac4d499d8f1912aba58b8561.png
swab mouth V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2020/04/swab-mouth-V2.png,Download (In the Box),,,./images/swab-mouth-V2.png,"A cartoon drawing within a black border shows a person with dark skin and black hair taking a mouth swab. The person is wearing an orange shirt and has a happy expression. A cotton swab is inside their mouth, and a red tube with green arrows swirling around it is positioned nearby. A test tube containing blue liquid stands to the right. Above the image, in bold black letters, the words ""swab mouth"" are written.",Medical Instructions,"[ 0.02258407  0.00800232 -0.03774635 ... -0.0225032  -0.02459065
 -0.01034478]",https://easyread-app.s3.amazonaws.com/images/swab-mouth-V2_f1b509f6e1ed4b1a98dac1b90dcd0ebf.png
swab mouth V3,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2020/04/swab-mouth-V3.png,Download (In the Box),,,./images/swab-mouth-V3.png,"A colorful, cartoon-style illustration with a thick black border, depicting the action of swabbing the mouth. At the top, in large, bold black letters, the words ""swab mouth"" are prominently displayed. Below this, a person with brown hair and tan skin is shown with their mouth open, a pink swab being inserted into their mouth. A red-capped tube with green swirling arrows near it suggests the action of collecting a sample. To the right of the person, a clear test tube filled with a light blue liquid stands upright, awaiting the collected sample. The person is wearing a blue shirt, and their eyes are wide and expressive. The background is plain white, ensuring focus on the subject and the action being depicted. This image is likely used as an instructional guide or visual aid to demonstrate how to perform a mouth swab.",Health & Medical,"[ 0.02347001 -0.00084338 -0.04076394 ... -0.01232433 -0.0261224
 -0.00622838]",https://easyread-app.s3.amazonaws.com/images/swab-mouth-V3_1f4dbd8743d94e6f9b58d14890e9677d.png
swab mouth V4,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2020/04/swab-mouth-V4.png,Download (In the Box),,,./images/swab-mouth-V4.png,"The image shows a cartoon illustration with a dark-skinned person getting a mouth swab. The person is shown from the chest up, wearing a blue shirt. A white swab is touching their tongue. Next to them is a test tube. Above the person, the words 'swab mouth' are written in bold, black letters. The image has a thick black border.",medical illustration,"[ 0.02058838 -0.00212379 -0.03272783 ... -0.02210367 -0.01353614
 -0.01254529]",https://easyread-app.s3.amazonaws.com/images/swab-mouth-V4_ad99b5bf5d94458abd8a729791ec293b.png
swab nose,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2020/04/swab-nose.png,Download (In the Box),,,./images/swab-nose.png,"A cartoon instructional image showing how to perform a nasal swab. The image is surrounded by a black border. At the top, in large, bold, black text, it reads ""swab nose"". Below the text, a cartoon nose is depicted with a cotton swab inserted into one nostril. To the right of the nose, there is a test tube filled with a clear liquid and labeled ""STERILE"" in small blue font. Below the test tube and swab, there is a red container with green arrows indicating a twisting motion.",Medical Illustration,"[ 0.03524994  0.01199503 -0.02158101 ... -0.03079351  0.00109899
 -0.00529944]",https://easyread-app.s3.amazonaws.com/images/swab-nose_24c7f78b7df14004852dbf163dbc6dc4.png
Swearing,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/swearing.png,Download (In the Box),,,./images/swearing.png,"A cartoon-style image depicts a person standing with their arms outstretched. Above their head and to the side are two speech bubbles containing the text ""# xxx #"" in red, implying the person is swearing or using profanity. The word ""swearing"" is written in large, bold, black letters at the top of the image, further reinforcing the theme. The image is contained within a black square border.",Social Issues,"[ 0.00021523 -0.00134405 -0.03086866 ... -0.00374214  0.00682301
 -0.01035073]",https://easyread-app.s3.amazonaws.com/images/swearing_d0630c3571ef4bb8aa5c1a18a3b90445.png
sweating,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/09/sweating-1.png,Download (In the Box),,,./images/sweating-1.png,"An illustration depicts a person sweating. The person has brown skin, brown hair, and red cheeks. Water droplets are visible on their face, chest, and underarms, indicating sweat. The word ""sweating"" is written in large, bold letters at the top of the image.",Health,"[ 0.02220976 -0.00421242 -0.03738083 ...  0.00048349 -0.04274531
 -0.02696147]",https://easyread-app.s3.amazonaws.com/images/sweating-1_d370ff3c0c1d45c89ce0cb05d6501662.png
sweating V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/09/sweating-V2.png,Download (In the Box),,,./images/sweating-V2.png,"An illustration of a woman experiencing excessive sweating. She has brown hair, tan skin, and is wearing a yellow tank top. Water droplets are depicted on her face, neck, chest, and arms, indicating sweat. Her cheeks are flushed red, and she has a worried expression. The word ""sweating"" is written in bold black letters at the top of the image.",Health,"[ 0.02113741 -0.00714081 -0.0455923  ... -0.01207437 -0.04545178
 -0.01721782]",https://easyread-app.s3.amazonaws.com/images/sweating-V2_ee8670ff454a4e388d39b9322d4d3598.png
Sweet potato,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/sweet-potato.png,Download (In the Box),,,./images/sweet-potato.png,"A digital illustration shows a cluster of sweet potatoes with the text ""sweet potato"" above them. The potatoes are oval-shaped with a light orange hue and brown lines to indicate texture. They are arranged in a pile with some overlapping each other. The text is in large, bold, black letters. The background is white, and the entire image is enclosed in a black border.",Food Illustration,"[ 0.00952586 -0.00827615  0.00018994 ... -0.01032627 -0.03424104
 -0.02567238]",https://easyread-app.s3.amazonaws.com/images/sweet-potato_bf2519495c8444f49a89473ab16a6492.png
Sweeteners in tea,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/sweeteners-in-tea.png,Download (In the Box),,,./images/sweeteners-in-tea.png,"A cartoon style picture within a black border features the text ""sweeteners in tea"" in large, bold black letters at the top. Below the text, a white container with the word ""Sweeteners"" written near the bottom is shown vertically. The top portion of the container is filled with blue liquid and has green arrows pointing up and down. A small white droplet is pictured falling from the container. Beneath the container, a white coffee mug with a grey interior and a white handle is depicted, and another small white droplet appears to be entering the mug.",Illustration,"[ 0.03990591  0.00071108 -0.01867217 ... -0.00413154 -0.01634027
 -0.00286702]",https://easyread-app.s3.amazonaws.com/images/sweeteners-in-tea_bf24e3dece0d41c1a8a0d64490915bd3.png
Sweets,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/sweets.png,Download (In the Box),,,./images/sweets.png,"A picture of the word 'Sweets' above a group of wrapped candies in various colors. The candies are wrapped at each end, and the colors are blue, red, yellow, green, and purple. The image has a black border.",Food,"[ 0.0135973   0.00760357 -0.017298   ... -0.00682904 -0.03512659
  0.00424525]",https://easyread-app.s3.amazonaws.com/images/sweets_24bd133069bb4a0697d7658e131f3c6f.png
Sweets and chewing gum,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2024/01/sweets-and-chewing-gum.png,Download (Outside the Box),,,./images/sweets-and-chewing-gum.png,"This image shows a colorful illustration of sweets and chewing gum. There's a blue rectangular pack of chewing gum with the words 'Chewing gum' printed on it. One stick of gum is slightly pulled out of the pack. Next to the gum, there are three wrapped candies, each with a different color filling: green, red, and yellow. The wrappers of the candies are white with black outline.",Food,"[ 0.01530147  0.01577731 -0.00816627 ... -0.00442972 -0.02966933
 -0.03345793]",https://easyread-app.s3.amazonaws.com/images/sweets-and-chewing-gum_4fa304f4bc7946f18eb798b984b2b897.png
Swimming,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/swimming.png,Download (In the Box),,,./images/swimming.png,"An illustration shows a person swimming in a pool or body of water. The person has brown skin and short black hair and is shown from the side, swimming freestyle with arms outstretched and legs kicking. The water is represented by three wavy blue lines. Above the swimmer, the word ""swimming"" is written in large, black, bold letters. The entire image is contained within a black border.",Health and Recreation,"[ 0.02001357 -0.01652348 -0.04243905 ... -0.02340084 -0.03118903
 -0.02576228]",https://easyread-app.s3.amazonaws.com/images/swimming_870135af5e484041b7c08c07cf0ae6c4.png
Swimming (exercise),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/swimming-exercise.png,Download (In the Box),,,./images/swimming-exercise.png,This is a picture with a black border. In the middle is the word 'swimming' written in big black letters. Below the word is a blue drawing of a person swimming in blue wavy water. The person is smiling.,Activities and Hobbies,"[ 0.01825882 -0.01129511 -0.03302688 ... -0.01255457 -0.02127578
 -0.00344862]",https://easyread-app.s3.amazonaws.com/images/swimming-exercise_171ebc61d2764c6dad9d44b9ba41bb2c.png
Swimming pool,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/swimming-pool.png,Download (In the Box),,,./images/swimming-pool.png,"The image is a colorful cartoon illustration of a swimming pool scene. The words ""swimming pool"" are written in large, bold black letters at the top. Below the words, there's a swimming pool filled with light blue water, depicted with darker blue wavy lines to suggest movement. Two people are swimming in the pool, both wearing swimsuits and appearing to be in motion. On the left side of the pool, a lifeguard stands tall, wearing a bright yellow tank top that says ""life guard"" in red letters and red shorts, signifying their role in ensuring safety. The pool is bordered by a black line, and gray ladders are on either side to help swimmers get in and out. A darker blue area surrounds the pool on two sides, giving the impression of a pool deck. The entire scene is enclosed within a thick black border.",Illustration,"[ 0.01516615  0.00193877 -0.04060686 ... -0.02438748  0.00369449
 -0.01971362]",https://easyread-app.s3.amazonaws.com/images/swimming-pool_a3032543ef804882b4b841ac9ff7ea30.png
Swimming support,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/swimming-support.png,Download (In the Box),,,./images/swimming-support.png,"The image is a cartoon-style illustration promoting ""support swimming."" At the top, in bold black letters, are the words ""support swimming."" Below the text, a brown-skinned person is swimming in cartoon blue waves. Underneath the swimmer, there is a brown hand with a black outline, palm up, as if offering support or catching the swimmer.",Disability Support,"[ 0.01136    -0.00656643 -0.03977713 ... -0.02051312 -0.0182508
 -0.01577674]",https://easyread-app.s3.amazonaws.com/images/swimming-support_835e72f5fb1849179e9ec8df28426aef.png
Swimwear,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/swimwear.png,Download (In the Box),,,./images/swimwear.png,"A drawing showing items for swimming. At the top, in big black letters, is the word ""swimwear"". Below, are drawings of a pink women's one-piece bathing suit, blue men's swim trunks, a brown towel, a bottle of yellow shampoo with a purple label, a bottle of blue shower gel with a green label, and a bar of yellow soap. The items are outlined in black and have a cartoon style.",objects,"[ 0.012567   -0.00895337 -0.04307044 ... -0.01646109 -0.04114204
 -0.03621966]",https://easyread-app.s3.amazonaws.com/images/swimwear_53306c3498a64ce1a35fa21a4ad3c9cc.png
Swine flu,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/swine-flu.png,Download (In the Box),,,./images/swine-flu.png,"A cartoon drawing shows a person in bed who has swine flu. The person is lying under a blue blanket with a light blue sheet.  They are coughing and sneezing, with droplets flying from their mouth and nose. Their face is flushed with red cheeks, and they look unwell. The words “swine flu” are written in big black letters at the top of the picture.",Health,"[ 0.00577754  0.01577377 -0.02879421 ... -0.02246082 -0.00127536
 -0.02442867]",https://easyread-app.s3.amazonaws.com/images/swine-flu_febe2e5e58f74d09ba8ea9fe251d71fc.png
Switch off the light,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/switch-off-the-light.png,Download (In the Box),,,./images/switch-off-the-light.png,"This picture shows a light switch and a hand about to switch it off. Above the picture, it says 'switch off the light' in big, bold letters. The light switch is a creamy colour, and the words 'on' and 'off' are written next to the switch in green and red. The hand is brown with black outlines.",Instructions/Safety,"[ 0.04636854  0.00959958 -0.02844301 ... -0.02523506 -0.00201448
 -0.01087431]",https://easyread-app.s3.amazonaws.com/images/switch-off-the-light_e49db12b20bd41af98d73e53702e4cc2.png
Swollen feet,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/swollen-feet.png,Download (In the Box),,,./images/swollen-feet.png,"This is a cartoon-style image about swollen feet. It shows two pairs of legs and feet. The left pair looks normal. The right pair is slightly bigger with curved, orange lines around the ankle and foot, suggesting swelling. A green arrow points from the normal foot to the swollen one, highlighting the difference. Above the image, the words ""swollen feet"" are written in big, bold black letters.",Health,"[ 0.02753476 -0.00728234 -0.0407339  ...  0.00289205 -0.03137976
 -0.01945413]",https://easyread-app.s3.amazonaws.com/images/swollen-feet_dee65ba1ca5540979d522778771b7f2c.png
Swollen hands,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/swollen-hands.png,Download (In the Box),,,./images/swollen-hands.png,"A drawing shows swollen hands. The title, ""swollen hands,"" is written in large black font at the top. Below are four illustrations of hands, arranged side by side. The first two hands on the left show normal size hands with normal sized fingers. An arrow points from the left normal sized hand to the third and fourth hands on the right side of the image that are enlarged and surrounded by orange, curved lines. The curved orange lines appear on the sides and bottom of the enlarged hands, indicating swelling or puffiness.",Medical Illustration,"[ 0.0157578  -0.00640843 -0.03063292 ... -0.00439241 -0.01581983
 -0.02227153]",https://easyread-app.s3.amazonaws.com/images/swollen-hands_f4ad7134a31c481b87baa023b02b2e6b.png
Symbols,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/symbols.png,Download (In the Box),,,./images/symbols.png,"The image is a black and white square with the word 'symbols' in large, black font at the top. Below are three squares containing different symbols: on the left is a simple stick figure drawing, in the center is a blue, cartoonish figure with a smiling face, and on the right is a cartoon of a person with brown skin, wearing a yellow shirt, against a background of green hills and blue sky.",Symbols and Pictograms,"[ 0.04136094 -0.01422118 -0.05008939 ... -0.01950028 -0.02112387
 -0.04061364]",https://easyread-app.s3.amazonaws.com/images/symbols_35a57799604f4d9593829b5d8c1ac540.png
Symmetrikit chair,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/symmetrikit-chair.png,Download (In the Box),,,./images/symmetrikit-chair.png,"This is a colorful cartoon-style image of a Symmetrikit chair. The chair is shown from the side, with a blue and gray color scheme. It has a high back and a leg rest that extends forward. The chair sits on a wheeled base. Above the chair, in large black letters, are the words ""symmetrikit chair"". The image is simple and clear, making it easy to understand.",Furniture,"[ 4.1222140e-02 -9.6220050e-05 -2.2370998e-02 ... -3.6917500e-02
 -1.9969543e-02 -1.7949477e-02]",https://easyread-app.s3.amazonaws.com/images/symmetrikit-chair_0cb16bae8f364ad79d33f40a825de677.png
Symmetry,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/symmetry.png,Download (In the Box),,,./images/symmetry.png,"A cartoon-style image on a white background inside a black border, labeled ""symmetry"" at the top in bold black letters. Below the text is a cartoon representation of a human body. The body is light brown with a skeleton overlaid in white. Green dashed arrows show the lines of symmetry: one goes vertically through the center of the body from head to feet, and two go horizontally through the chest and hips, showing how one side of the body mirrors the other. The person has a simple, smiling face with black hair.",Educational Illustration,"[ 0.04217103 -0.01939832 -0.04305961 ...  0.00099636 -0.03008202
 -0.00558144]",https://easyread-app.s3.amazonaws.com/images/symmetry_cad93f69f4f84ec2a1fdf59a762eba59.png
Symmetry V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/symmetry-V2.png,Download (In the Box),,,./images/symmetry-V2.png,"A diagram of a standing person with arrows to illustrate the symmetry of the body. The word ""symmetry"" is at the top of the image. The image has a black border around it.",Educational,"[ 0.05575598 -0.03051436 -0.04059248 ... -0.01029629  0.00671176
 -0.00114978]",https://easyread-app.s3.amazonaws.com/images/symmetry-V2_1444dc127cea48ba8a2d3a76a0fef2fc.png
